responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_10G8WEBv4DJ1nTJ,anonymous,Yes,Yes,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Every Few Weeks,About Once a Day,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Several Times a Day,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,I'm not sure.,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-99,Agree,Disagree,Agree,Agree,Disagree,Important,Not important,Important,Not important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$40,000 - $49,999",4,4,7,7,9,6,2,2,Not Sensitive 1,3,Not Sensitive 1,3,Very Sensitive 10,9,8,2,5,2,5,6,4,4,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes
R_2Emb13BIKDGH8ay,anonymous,Yes,Yes,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Less Often,Don't use at all,A Few Times a Week,Yes,,Yes,Yes,No,No,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,Yes,No,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,No,No,No,I'm not sure.,No,No,No,I'm not sure.,I'm not sure.,No,No,No,I'm not sure.,No,Yes,No,No,I'm not sure.,No,No,No,No,Yes,No,I'm not sure.,Yes,Yes,No,Yes,No,I'm not sure.,Yes,No,No,No,No,No,No,Yes,depends on who it is and if they are trusted. Also depends on if they are profiting.,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Slightly Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",8,Not Sensitive 1,8,8,9,8,4,Not Sensitive 1,Not Sensitive 1,6,4,8,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,6,6,6,No trust at all - 1,No trust at all - 1,No trust at all - 1,Never,Never,Never,Always,Always,Always,Always
R_12KHlHDHEPkpdxm,anonymous,Yes,Yes,A Few Times a Week,Less Often,A Few Times a Week,Every Few Weeks,About Once a Day,Every Few Weeks,Every Few Weeks,A Few Times a Week,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,No,I'm not sure.,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,sometimes,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Good idea,Good idea,Extremely Unconcerned,Moderately Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,5,Complete Trust - 7,3,3,4,Complete Trust - 7,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes
R_3JJ0ESfMPWAnvNf,anonymous,Yes,Yes,Don't use at all,Every Few Weeks,Don't use at all,Don't use at all,A Few Times a Week,A Few Times a Week,Don't use at all,Don't use at all,Every Few Weeks,Don't use at all,Several Times a Day,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"I didn't want to answer ""sometimes"" or ""it depends"" at all.",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,Some college but no degree,"$20,000 - $29,999",Very Sensitive 10,9,Very Sensitive 10,9,Very Sensitive 10,9,Not Sensitive 1,2,4,3,3,6,7,7,9,5,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,Always,Always,Always,Always,Always,Always,Always
R_2pWwU8UO0IllyfY,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,Several Times a Day,About Once a Day,Every Few Weeks,Several Times a Day,About Once a Day,Less Often,Several Times a Day,A Few Times a Week,Several Times a Day,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,This is a social media very use in quick information news..,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Good idea,Good idea,Slightly Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,Black or African American,0,0,0,0,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",-99,4,5,4,3,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,5,4,5,4,5,6,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always
R_9YphrvJlM439oSl,anonymous,Yes,Yes,Several Times a Day,A Few Times a Week,Every Few Weeks,Don't use at all,Less Often,Several Times a Day,Don't use at all,Don't use at all,About Once a Day,Several Times a Day,Several Times a Day,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,"I don't have issues for journalists using my data for BUILDING the story, but I don't want it displayed, for example. ",Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Moderately Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",4,3,5,Very Sensitive 10,7,5,Very Sensitive 10,Not Sensitive 1,8,3,Not Sensitive 1,3,2,7,7,6,3,5,6,2,3,3,Never,Always,Never,Always,Sometimes,Never,Sometimes
R_1gzkuIEMo1jPBd9,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,A Few Times a Week,-99,Every Few Weeks,Less Often,About Once a Day,Several Times a Day,About Once a Day,A Few Times a Week,About Once a Day,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,none,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Agree,Important,Important,Important,Not important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,35 - 44,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$70,000 - $79,999",8,9,7,8,8,8,7,Not Sensitive 1,5,8,7,6,8,9,Very Sensitive 10,8,Complete Trust - 7,6,6,6,5,Complete Trust - 7,Always,Never,Never,Always,Never,Never,Never
R_2CHf5ykmDVK5TmL,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Don't use at all,Don't use at all,Less Often,Several Times a Day,About Once a Day,About Once a Day,A Few Times a Week,Don't use at all,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,-99,Agree,Agree,Agree,Agree,Neither agree nor disagree,Not important,Important,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$90,000 - $99,999",Not Sensitive 1,Not Sensitive 1,5,8,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,3,Not Sensitive 1,Not Sensitive 1,5,4,5,3,3,3,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always
R_417y5k6I9YVey8p,anonymous,Yes,Yes,About Once a Day,Less Often,Several Times a Day,About Once a Day,A Few Times a Week,About Once a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,N/A,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Good idea,Good idea,Moderately Concerned,Slightly Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",9,9,9,8,8,7,7,6,Very Sensitive 10,7,8,9,7,6,9,6,5,5,6,6,4,6,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes
R_1g1kGAXr88epylC,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,A Few Times a Week,About Once a Day,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,Several Times a Day,Every Few Weeks,Several Times a Day,Yes,Yes,Yes,No,No,No,Yes,No,No,I'm not sure.,I'm not sure.,No,Yes,No,No,No,No,I'm not sure.,I'm not sure.,Yes,I'm not sure.,No,Yes,Yes,No,I'm not sure.,No,I'm not sure.,No,No,No,I'm not sure.,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,Yes,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,I'm not sure.,No,No,No,No,Yes,I'm not sure.,No,Yes,Yes,Yes,god,Agree,Agree,Neither Agree Nor Disagree,Disagree,Agree,Not important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Good idea,Good idea,Extremely Unconcerned,Neither Concerned nor Unconcerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,Asian,0,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,2,2,2,2,2,3,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes
R_bPhBgAN6empU7QJ,anonymous,Yes,Yes,A Few Times a Week,Several Times a Day,A Few Times a Week,A Few Times a Week,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,No,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,No None,Agree,Agree,Agree,Agree,Agree,Not important,Neither important nor unimportant,Not important,Neither important nor unimportant,Not important,Good idea,Good idea,Slightly Unconcerned,Moderately Unconcerned,25 - 34,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$90,000 - $99,999",-99,-99,2,-99,-99,-99,2,-99,-99,2,2,-99,-99,-99,-99,-99,2,Complete Trust - 7,6,6,5,6,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never
R_3NJUgAiogH78pbI,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Don't use at all,Don't use at all,Don't use at all,About Once a Day,Don't use at all,A Few Times a Week,Several Times a Day,Don't use at all,Several Times a Day,No,No,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,Yes,Yes,No,No,No,I'm not sure.,I'm not sure.,No,Yes,Yes,No,No,No,No,Yes,Yes,I'm not sure.,Yes,I'm not sure.,No,No,No,Yes,Yes,No,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,No,-99,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Moderately Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$10,000 - $19,999",6,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,3,3,2,2,Very Sensitive 10,9,7,7,4,4,2,4,3,No trust at all - 1,No trust at all - 1,Never,Sometimes,Never,Sometimes,Never,Never,Never
R_wYtcyR1mR0QpsCl,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,A Few Times a Week,A Few Times a Week,A Few Times a Week,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OFTEN IT SHOWS ALL ITS POINTS AND THE DEPEND OF SOCIAL MEDIA WILL BE IN A HIGH EFFICIENCY,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Unconcerned,Moderately Unconcerned,35 - 44,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",9,8,Very Sensitive 10,9,Very Sensitive 10,9,7,Very Sensitive 10,9,8,9,6,9,8,9,Very Sensitive 10,5,5,6,6,6,5,Always,Always,Always,Always,Sometimes,Always,Sometimes
R_2rpENOaMT2tWYub,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,Every Few Weeks,Every Few Weeks,Every Few Weeks,A Few Times a Week,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,I'm not sure.,No,No,Yes,No,Yes,No,Yes,No,Yes,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,none,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither important nor unimportant,Important,Important,Important,Important,Bad idea,I'm not sure,Slightly Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",9,4,2,Very Sensitive 10,9,9,5,5,2,4,8,8,Very Sensitive 10,9,7,7,4,2,5,4,5,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_5gq2zEkPa5Ento5,anonymous,Yes,Yes,About Once a Day,Less Often,Every Few Weeks,A Few Times a Week,Every Few Weeks,A Few Times a Week,About Once a Day,A Few Times a Week,Every Few Weeks,Less Often,Less Often,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,I'm not sure.,I'm not sure.,Yes,No,I'm not sure.,No,Yes,No,Yes,I'm not sure.,No,Yes,Yes,I'm not sure.,No,Yes,No,No,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,No,No,I'm not sure.,No,Yes,No,No,Yes,I'm not sure.,No,Yes,Yes,Yes,very good,Agree,Agree,Agree,Agree,Agree,Not important,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Good idea,Good idea,Extremely Concerned,Moderately Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$100,000 - $149,999",9,9,8,Very Sensitive 10,9,8,9,Very Sensitive 10,8,9,Very Sensitive 10,Very Sensitive 10,6,Very Sensitive 10,9,Not Sensitive 1,Complete Trust - 7,6,5,Complete Trust - 7,6,6,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes
R_DBkzKvdd83TBszv,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Less Often,Don't use at all,Less Often,Several Times a Day,Don't use at all,Don't use at all,Less Often,Less Often,Several Times a Day,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,"It depends on factors at hand, like wanting to share a little data but not access to all of it. ",Agree,Agree,Agree,Agree,Disagree,Not important,Important,Important,Neither important nor unimportant,Important,I'm not sure,Good idea,Slightly Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$10,000 - $19,999",3,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,6,6,3,Very Sensitive 10,7,5,5,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,5,4,2,4,5,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes
R_1DFIVjFe0hpruip,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",7,8,7,7,8,8,8,9,8,9,6,8,9,8,8,7,6,5,5,5,5,6,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always
R_1HhjyaP8KI61jDS,anonymous,Yes,Yes,About Once a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"informal. —used in speech to say that the answer to a question will be different in different situations ""Do you think you'll go back to college?"" ""It all depends.",Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",Very Sensitive 10,Very Sensitive 10,-99,-99,-99,-99,8,9,9,9,Very Sensitive 10,-99,9,-99,9,-99,6,Complete Trust - 7,6,Complete Trust - 7,6,6,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_1LH8nbLH6UJxJe0,anonymous,Yes,Yes,A Few Times a Week,Every Few Weeks,A Few Times a Week,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Several Times a Day,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"It would depend on the source, and how well they treated the info/privacy. ",Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Not important,Important,Important,Important,Bad idea,Good idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$90,000 - $99,999",Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,4,5,5,2,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,3,4,3,6,4,5,3,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always
R_1n8UaXF5yTdW7WZ,anonymous,Yes,Yes,About Once a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Every Few Weeks,A Few Times a Week,Don't use at all,Several Times a Day,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,I'm not sure.,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,I'm not sure.,Yes,Yes,No,No,No,Yes,iy would really depend on how much it invades my space and privacy meaning how much info is transmitted to the public or authorities because thing can be taken out of context of its true meaning.,Neither Agree Nor Disagree,Agree,Agree,Agree,Neither agree nor disagree,Important,Not important,Important,Neither important nor unimportant,Neither important nor unimportant,Good idea,Bad idea,Slightly Concerned,Slightly Concerned,55 - 64,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","Less than $10,000",Very Sensitive 10,Not Sensitive 1,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,Not Sensitive 1,Not Sensitive 1,3,7,Very Sensitive 10,4,Very Sensitive 10,5,5,4,4,5,2,No trust at all - 1,2,Always,Always,Always,Always,Always,Sometimes,Sometimes
